     0.000000
  2.3498E-01  2.4226E-03  6.7938E-02  7.4648E-02  1.7973E-03  4.2820E-09  1.3787E-03  1.9343E-09 -2.7802E-04  2.8111E-09
  2.4618E-01  2.7890E-03  8.7393E-02  8.1158E-02  1.7945E-03 -2.1389E-07  3.5936E-03 -1.0232E-06 -2.5906E-05 -8.7460E-09
     0.000160
  2.6891E-01  4.1105E-03  6.3687E-02  9.8973E-02  1.6701E-03  2.9710E-05  3.2342E-03  5.2258E-05  6.6150E-05  4.7739E-05
  2.6619E-01  1.6096E+00  1.7602E-01  1.0102E-01  6.3285E-04 -5.4088E-03  1.3121E-03  1.6069E-02 -3.2276E-04  5.0226E-06
     0.000320
  3.2846E-01  1.0174E-02  7.0816E-02  1.4854E-01  9.3487E-03  1.4841E-04  1.7580E-02  2.7817E-04 -3.5666E-03  1.2707E-04
  3.1745E-01  6.2264E+00  1.0752E+00  1.7790E-01  1.1461E-02  2.1813E-02 -5.0437E-02  3.4849E-01 -3.3681E-04  2.5417E-04
     0.000480
  5.2645E-01  2.4901E-02  7.1294E-02  3.1795E-01  1.3555E-02  3.1268E-04  3.6153E-02  4.8705E-04 -1.9858E-02  4.5903E-04
  4.9830E-01  1.4264E+01  3.5466E+00  4.7488E-01  3.0794E-02  4.3929E-02 -3.6282E-01  8.1117E-01  6.3701E-03  3.3863E-03
     0.000639
  1.0955E+00  6.3133E-02  8.0458E-02  8.8182E-01  2.3415E-02  3.8675E-04  3.0340E-02  1.3672E-03 -8.2194E-02  1.4069E-04
  1.0842E+00  2.6681E+01  1.2707E+01  1.2444E+00  1.1083E-01 -8.2291E-02  8.3987E-01 -3.5270E-02  3.9132E-02 -2.2324E-03
     0.000791
  2.8754E+00  1.4751E-01  8.4395E-02  2.5984E+00 -4.8431E-03  8.0100E-04 -7.7495E-02  1.8284E-03 -2.2972E-01 -3.6230E-04
  2.4835E+00  5.1695E+01  2.2831E+01  1.9257E+00 -1.3521E-01 -8.8396E-02  5.4281E-01 -3.8269E-02  1.4624E-01  1.8453E-02
     0.000943
  4.5732E+00  3.3756E-01  1.2029E-01  4.5422E+00 -2.3784E-02  1.9375E-03 -5.1829E-01  1.8361E-03 -3.3677E-01  1.2235E-03
  5.1016E+00  8.8520E+01  4.7505E+01  3.6929E+00 -1.7866E+00 -2.8202E-01 -1.6658E+01 -2.5562E+00  1.9724E-01  3.6840E-02
     0.001092
  1.0412E+01  6.9401E-01  1.7388E-01  1.0736E+01  3.5242E-02  2.1491E-03 -1.7002E+00  1.8259E-03 -7.1160E-01  8.6707E-04
  9.7027E+00  1.6094E+02  7.6178E+01  9.8253E+00  6.4284E-01 -2.3002E-01  3.3475E+00 -1.9864E+00  3.2435E-01  3.2639E-02
     0.001235
  2.2217E+01  1.4603E+00  2.7084E-01  2.4470E+01 -5.5721E-01  2.2906E-03 -7.6983E+00  1.8552E-03 -5.0273E-01  1.5094E-03
  2.2667E+01  2.7131E+02  1.4599E+02  1.1921E+01 -1.4833E+00  5.0281E-01 -1.2918E+01  2.3910E+00  2.3836E-01  4.0798E-02
     0.001375
  4.1790E+01  2.6168E+00  4.4360E-01  4.6317E+01 -9.6472E-01  3.0759E-03 -1.3418E+01  5.7865E-04 -2.1250E-01  1.6584E-02
  3.4065E+01  5.1625E+02  2.2728E+02  2.5281E+01  2.2329E+00  5.2296E-01 -6.8719E+00 -7.5519E+00  3.8483E-01 -1.3633E-04
     0.001500
  7.5568E+01  4.4605E+00  7.8973E-01  8.5321E+01 -3.1883E+00  2.2660E-03 -2.8876E+01 -1.8794E-03  1.0046E+00  4.2422E-02
  7.4902E+01  7.9617E+02  4.1007E+02  5.1332E+01  9.6073E+00 -1.4657E+00 -4.8078E+01 -3.4158E+00  2.9850E-01 -5.8288E-02
