Comparing "summit_gnu_cmake_64node_6ppn_6gpn_box-s2v96w64x560y32z24_s2v4w16x1y1z3_bk1_cuth-pop-20200624-ht/20200715_162029/stdout.txt.xz" and "summit_gnu_gmake_64node_42ppn_0gpn_box-s2v96w64x560y32z24_s2v4w16x7y1z3_bk0_master-202006pop-ht/20200715_165058/stdout.txt.xz"
Name                             # Calls             Time              % t_loop       % parent    
        eRK_stage_2                   95       0      5.64     0.00     18.0     0.0   21.4   0.0
        eRK_stage_3                   95       0      6.48     0.00     20.7     0.0   24.6   0.0
        eRK_stage_4                   95       0      6.47     0.00     20.7     0.0   24.6   0.0
        f_to_GPU                     380       0      0.09     0.00      0.3     0.0    0.3   0.0
        g_to_GPU                     760       0      0.12     0.00      0.4     0.0    0.4   0.0
        h_to_GPU                     380       0      0.09     0.00      0.3     0.0    0.3   0.0
        rhs_to_GPU                   380       0      0.06     0.00      0.2     0.0    0.2   0.0
        rkupd                        285       0      0.38     0.00      1.2     0.0    1.4   0.0
      diag_exec                      100     100      2.25     3.27      7.2     1.3    7.2   1.3
        calcaux                       10      10      0.33     1.52      1.1     0.6   14.6  46.6
          bar_emf                     10      10      0.02     0.15      0.1     0.1    6.1   9.6
            ex_z                      10       0      0.01     0.00      0.0     0.0   75.0   0.0
            exz                        0      40      0.00     0.01      0.0     0.0    0.0   6.2
              ex_gen                   0      40      0.00     0.01      0.0     0.0    0.0  88.9
          calc_df1                    10      10      0.08     0.43      0.2     0.2   23.1  28.6
            ex_v                      10      10      0.03     0.09      0.1     0.0   40.8  19.5
              ex_gen                   0      40      0.00     0.09      0.0     0.0    0.0 100.0
            ex_z                      10       0      0.04     0.00      0.1     0.0   50.0   0.0
            exz                        0      40      0.00     0.17      0.0     0.1    0.0  38.9
              ex_gen                   0      40      0.00     0.15      0.0     0.1    0.0  88.2
          ccdens                      10      10      0.19     0.66      0.6     0.3   57.4  43.1
            calc_moments               0      10      0.00     0.24      0.0     0.1    0.0  36.7
            sum_vwsp                  10      10      0.18     0.41      0.6     0.2   93.1  63.0
          f_to_GPU                    10       0      0.00     0.00      0.0     0.0    0.9   0.0
          fldsolve                    10      10      0.04     0.28      0.1     0.1   12.5  18.7
            fldgathi                  20       0      0.00     0.00      0.0     0.0    4.9   0.0
            fldgathw                  10       0      0.03     0.00      0.1     0.0   65.9   0.0
        d_nrg                         10      10      1.81     1.67      5.8     0.6   80.4  51.0
          calc_moments                 0      10      0.00     0.72      0.0     0.3    0.0  43.3
      ts1                              1       1      1.60     2.53      5.1     1.0    5.1   1.0
        RK_standard                    1       1      1.60     2.53      5.1     1.0  100.0 100.0
          CalFRhs0                     4       4      1.23     1.69      3.9     0.7   77.0  66.9
            add_nl                     4      96      0.54     0.96      1.7     0.4   44.0  57.1
              calc_nl                  4      96      0.48     0.94      1.5     0.4   88.9  97.4
                mult_pre               0      96      0.00     0.03      0.0     0.0    0.0   3.3
                omultmax               0     768      0.00     0.01      0.0     0.0    0.0   1.4
            dApardt                    4      96      0.00     0.00      0.0     0.0    0.0   0.0
            dchidxy                    4      96      0.07     0.11      0.2     0.0    5.5   6.3
            dfdxy_h                    4      96      0.00     0.06      0.0     0.0    0.3   3.5
            dgdxy                      4      96      0.23     0.13      0.8     0.0   19.1   7.5
            dzv_ak                     4      96      0.07     0.20      0.2     0.1    5.8  11.8
            fdi_fld                    4      96      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_g                      4      96      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_h                      4      96      0.00     0.00      0.0     0.0    0.0   0.0
            ffld_nl                    4      96      0.00     0.00      0.0     0.0    0.0   0.0
            fg_nl                      4      96      0.00     0.00      0.0     0.0    0.0   0.0
            hypz_cmp                   4      96      0.01     0.07      0.0     0.0    1.0   4.3
            kBuffer                    4      96      0.00     0.02      0.0     0.0    0.3   1.2
            pfld_nl                    4      96      0.00     0.00      0.0     0.0    0.0   0.0
            pr_fld                     4       4      0.00     0.00      0.0     0.0    0.0   0.0
            pr_g                       4       4      0.00     0.00      0.0     0.0    0.0   0.0
            pr_hf                      4       4      0.00     0.00      0.0     0.0    0.0   0.0
            prdi_fld                   4      96      0.07     0.04      0.2     0.0    5.5   2.5
              ex_x                     4      96      0.00     0.01      0.0     0.0    0.0  26.2
                ex_gen                 4      96      0.00     0.01      0.0     0.0    0.0  90.9
            prdi_g                     4      96      0.14     0.05      0.4     0.0   11.1   3.0
              blex_g                   4      96      0.14     0.05      0.4     0.0  100.0 100.0
                ex_x                   4      96      0.00     0.01      0.0     0.0    0.0  21.6
                  ex_gen               4      96      0.00     0.01      0.0     0.0    0.0  90.9
            prdi_h                     4      96      0.10     0.05      0.3     0.0    7.8   2.8
              blex_g                   4      96      0.10     0.05      0.3     0.0  100.0 100.0
                ex_x                   4      96      0.00     0.01      0.0     0.0    1.0  31.2
                  ex_gen               4      96      0.00     0.01      0.0     0.0    0.0  93.3
            prg_nl                     4      96      0.00     0.00      0.0     0.0    0.0   0.0
          add_ks                       4       0      0.00     0.00      0.0     0.0    0.3   0.0
          calcaux                      4       4      0.27     0.71      0.9     0.3   17.1  27.9
            bar_emf                    4       4      0.02     0.06      0.1     0.0    8.8   8.4
              ex_z                     4       0      0.02     0.00      0.1     0.0   91.7   0.0
              exz                      0      16      0.00     0.00      0.0     0.0    0.0   6.8
                ex_gen                 0      16      0.00     0.00      0.0     0.0    0.0 100.0
            calc_df1                   4       4      0.05     0.17      0.2     0.1   19.3  24.4
              ex_v                     4       4      0.02     0.03      0.1     0.0   34.0  18.6
                ex_gen                 0      16      0.00     0.03      0.0     0.0    0.0 100.0
              ex_z                     4       0      0.03     0.00      0.1     0.0   58.5   0.0
              exz                      0      16      0.00     0.07      0.0     0.0    0.0  39.5
                ex_gen                 0      16      0.00     0.06      0.0     0.0    0.0  88.2
            ccdens                     4       4      0.10     0.22      0.3     0.1   36.9  30.7
              calc_moments             0       4      0.00     0.10      0.0     0.0    0.0  48.4
              sum_vwsp                 4       4      0.09     0.11      0.3     0.0   92.1  51.2
            f_to_GPU                   4       0      0.00     0.00      0.0     0.0    0.0   0.0
            fldsolve                   4       4      0.02     0.11      0.1     0.0    6.6  16.1
              fldgathi                 8       0      0.00     0.00      0.0     0.0   11.1   0.0
              fldgathw                 4       0      0.01     0.00      0.0     0.0   55.6   0.0
            h_from_f                   4       4      0.08     0.14      0.2     0.1   28.5  20.4
              exz                      0      16      0.00     0.00      0.0     0.0    0.0   1.4
                ex_gen                 0      16      0.00     0.00      0.0     0.0    0.0  50.0
          eRK_stage_1                  1       0      1.14     0.00      3.6     0.0   71.2   0.0
          eRK_stage_2                  1       0      0.30     0.00      1.0     0.0   19.1   0.0
          eRK_stage_3                  1       0      0.09     0.00      0.3     0.0    5.5   0.0
          eRK_stage_4                  1       0      0.07     0.00      0.2     0.0    4.2   0.0
          f_to_GPU                     4       0      0.00     0.00      0.0     0.0    0.0   0.0
          g_to_GPU                     8       0      0.00     0.00      0.0     0.0    0.1   0.0
          h_to_GPU                     4       0      0.06     0.00      0.2     0.0    3.5   0.0
          rhs_to_GPU                   4       0      0.00     0.00      0.0     0.0    0.0   0.0
          rkupd                        3       0      0.03     0.00      0.1     0.0    1.8   0.0
      ts2to5                           4       4      1.09    10.12      3.5     3.9    3.5   3.9
        RK_standard                    4       4      1.09    10.12      3.5     3.9  100.0 100.0
          CalFRhs0                    16      16      0.53     6.72      1.7     2.6   48.6  66.4
            add_nl                    16     384      0.37     3.87      1.2     1.5   68.6  57.6
              calc_nl                 16     384      0.33     3.75      1.0     1.5   89.3  96.9
                mult_pre               0     384      0.00     0.12      0.0     0.0    0.0   3.2
                omultmax               0    3072      0.00     0.05      0.0     0.0    0.0   1.4
            dApardt                   16     384      0.00     0.00      0.0     0.0    0.0   0.0
            dchidxy                   16     384      0.04     0.42      0.1     0.2    6.8   6.3
            dfdxy_h                   16     384      0.01     0.24      0.0     0.1    2.3   3.5
            dgdxy                     16     384      0.04     0.50      0.1     0.2    6.8   7.5
            dzv_ak                    16     384      0.02     0.76      0.1     0.3    4.5  11.3
            fdi_fld                   16     384      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_g                     16     384      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_h                     16     384      0.00     0.00      0.0     0.0    0.0   0.0
            ffld_nl                   16     384      0.00     0.00      0.0     0.0    0.0   0.0
            fg_nl                     16     384      0.00     0.00      0.0     0.0    0.0   0.0
            hypz_cmp                  16     384      0.01     0.29      0.0     0.1    2.3   4.4
            kBuffer                   16     384      0.01     0.08      0.0     0.0    2.3   1.2
            pfld_nl                   16     384      0.00     0.00      0.0     0.0    0.0   0.0
            pr_fld                    16      16      0.00     0.00      0.0     0.0    0.0   0.0
            pr_g                      16      16      0.00     0.00      0.0     0.0    0.0   0.0
            pr_hf                     16      16      0.00     0.00      0.0     0.0    0.0   0.0
            prdi_fld                  16     384      0.02     0.17      0.1     0.1    3.0   2.5
              ex_x                    16     384      0.00     0.04      0.0     0.0    0.0  26.1
                ex_gen                16     384      0.00     0.04      0.0     0.0    0.0  93.0
            prdi_g                    16     384      0.01     0.20      0.0     0.1    2.3   2.9
              blex_g                  16     384      0.01     0.20      0.0     0.1  100.0 100.0
                ex_x                  16     384      0.00     0.04      0.0     0.0    0.0  22.1
                  ex_gen              16     384      0.00     0.04      0.0     0.0    0.0  90.7
            prdi_h                    16     384      0.01     0.19      0.0     0.1    2.3   2.8
              blex_g                  16     384      0.01     0.19      0.0     0.1  100.0  99.5
                ex_x                  16     384      0.00     0.06      0.0     0.0    0.0  31.6
                  ex_gen              16     384      0.00     0.06      0.0     0.0    0.0  94.9
            prg_nl                    16     384      0.00     0.00      0.0     0.0    0.0   0.0
          add_ks                      16       0      0.01     0.00      0.0     0.0    1.1   0.0
          calcaux                     16      16      0.52     2.88      1.7     1.1   47.4  28.4
            bar_emf                   16      16      0.03     0.24      0.1     0.1    5.0   8.3
              ex_z                    16       0      0.02     0.00      0.1     0.0   61.5   0.0
              exz                      0      64      0.00     0.02      0.0     0.0    0.0   7.6
                ex_gen                 0      64      0.00     0.02      0.0     0.0    0.0  94.4
            calc_df1                  16      16      0.12     0.70      0.4     0.3   23.3  24.3
              ex_v                    16      16      0.05     0.14      0.2     0.1   38.8  19.7
                ex_gen                 0      64      0.00     0.14      0.0     0.1    0.0 100.0
              ex_z                    16       0      0.06     0.00      0.2     0.0   49.6   0.0
              exz                      0      64      0.00     0.27      0.0     0.1    0.0  38.8
                ex_gen                 0      64      0.00     0.24      0.0     0.1    0.0  88.6
            ccdens                    16      16      0.27     0.91      0.9     0.4   52.6  31.5
              calc_moments             0      16      0.00     0.39      0.0     0.2    0.0  43.2
              sum_vwsp                16      16      0.25     0.51      0.8     0.2   92.3  56.5
            f_to_GPU                  16       0      0.00     0.00      0.0     0.0    0.8   0.0
            fldsolve                  16      16      0.07     0.46      0.2     0.2   13.7  16.0
              fldgathi                32       0      0.00     0.00      0.0     0.0    5.6   0.0
              fldgathw                16       0      0.05     0.00      0.2     0.0   66.2   0.0
            h_from_f                  16      16      0.02     0.57      0.1     0.2    4.6  19.9
              exz                      0      64      0.00     0.01      0.0     0.0    0.0   1.2
                ex_gen                 0      64      0.00     0.01      0.0     0.0    0.0  85.7
          eRK_stage_1                  4       0      0.31     0.00      1.0     0.0   28.5   0.0
          eRK_stage_2                  4       0      0.24     0.00      0.8     0.0   21.8   0.0
          eRK_stage_3                  4       0      0.27     0.00      0.9     0.0   24.8   0.0
          eRK_stage_4                  4       0      0.27     0.00      0.9     0.0   24.6   0.0
          f_to_GPU                    16       0      0.00     0.00      0.0     0.0    0.4   0.0
          g_to_GPU                    32       0      0.00     0.00      0.0     0.0    0.4   0.0
          h_to_GPU                    16       0      0.00     0.00      0.0     0.0    0.4   0.0
          rhs_to_GPU                  16       0      0.00     0.00      0.0     0.0    0.4   0.0
          rkupd                       12       0      0.01     0.00      0.0     0.0    1.4   0.0
    timeloop                           1       1     31.27   256.65    100.0   100.0    4.8  13.2
Comparing:  cuth-pop-20200624-ht:64 master-202006pop-ht:64
== ts1   ==
           : 24-ht:64       op-ht:64
ts_avg     :    0.313    2.567 (0.1)
RK_standard:    1.599    2.526 (0.6)
CalFRhs0   :    1.232    1.689 (0.7)
calcaux    :    0.274    0.706 (0.4)

== ts2to5 ==
           : 24-ht:64       op-ht:64
ts_avg     :    0.313    2.567 (0.1)
RK_standard:    1.095   10.119 (0.1)
CalFRhs0   :    0.532    6.722 (0.1)
calcaux    :    0.519    2.875 (0.2)

== ts6+  ==
           : 24-ht:64       op-ht:64
ts_avg     :    0.313    2.567 (0.1)
RK_standard:   26.321  240.702 (0.1)
CalFRhs0   :   12.774  159.673 (0.1)
calcaux    :   12.503   68.710 (0.2)
