Comparing "summit_gnu_cmake_16node_6ppn_6gpn_box-s2v48w32x560y32z24_s2v2w8x1y1z3_bk1_cuth-pop-20200624-ht/20200715_154919/stdout.txt.xz" and "summit_gnu_gmake_16node_42ppn_0gpn_box-s2v48w32x560y32z24_s2v2w8x7y1z3_bk0_master-202006pop-ht/20200715_165027/stdout.txt.xz"
Name                             # Calls             Time              % t_loop       % parent    
          fdi_h                      380   18240      0.00     0.00      0.0     0.0    0.0   0.0
          ffld_nl                    380   18240      0.00     0.00      0.0     0.0    0.0   0.0
          fg_nl                      380   18240      0.00     0.00      0.0     0.0    0.0   0.0
          hypz_cmp                   380   18240      0.30     6.91      1.1     2.8    2.5   4.5
          kBuffer                    380   18240      0.31     1.79      1.1     0.7    2.5   1.2
          pfld_nl                    380   18240      0.00     0.00      0.0     0.0    0.0   0.0
          pr_fld                     380     380      0.00     0.00      0.0     0.0    0.0   0.0
          pr_g                       380     380      0.00     0.00      0.0     0.0    0.0   0.0
          pr_hf                      380     380      0.00     0.00      0.0     0.0    0.0   0.0
          prdi_fld                   380   18240      0.34     3.35      1.3     1.3    2.8   2.2
            ex_x                     380   18240      0.03     0.85      0.1     0.3    9.4  25.5
              ex_gen                 380   18240      0.00     0.79      0.0     0.3    0.0  92.4
          prdi_g                     380   18240      0.24     3.35      0.9     1.4    2.0   2.2
            blex_g                   380   18240      0.24     3.34      0.9     1.3   99.2  99.7
              ex_x                   380   18240      0.03     0.72      0.1     0.3   13.2  21.5
                ex_gen               380   18240      0.00     0.65      0.0     0.3    0.0  91.0
          prdi_h                     380   18240      0.25     3.50      0.9     1.4    2.1   2.3
            blex_g                   380   18240      0.25     3.50      0.9     1.4  100.0  99.7
              ex_x                   380   18240      0.03     1.21      0.1     0.5   12.9  34.5
                ex_gen               380   18240      0.00     1.11      0.0     0.4    0.0  92.4
          prg_nl                     380   18240      0.00     0.00      0.0     0.0    0.0   0.0
        add_ks                       380       0      0.30     0.00      1.1     0.0    1.3   0.0
        calcaux                      380     380      9.80    65.63     36.1    26.4   42.8  28.2
          bar_emf                    380     380      0.72     7.07      2.7     2.8    7.3  10.8
            ex_z                     380       0      0.49     0.00      1.8     0.0   68.6   0.0
            exz                        0    1520      0.00     1.90      0.0     0.8    0.0  26.9
              ex_gen                   0    1520      0.00     1.89      0.0     0.8    0.0  99.3
          calc_df1                   380     380      2.92    16.67     10.7     6.7   29.8  25.4
            ex_v                     380     380      1.19     3.05      4.4     1.2   40.7  18.3
              ex_gen                   0     380      0.00     3.05      0.0     1.2    0.0 100.0
            ex_z                     380       0      1.43     0.00      5.3     0.0   49.1   0.0
            exz                        0    1520      0.00     6.89      0.0     2.8    0.0  41.3
              ex_gen                   0    1520      0.00     6.11      0.0     2.5    0.0  88.7
          ccdens                     380     380      3.87    18.16     14.3     7.3   39.5  27.7
            calc_moments               0     380      0.00     8.92      0.0     3.6    0.0  49.1
            sum_vwsp                 380     380      3.35     9.18     12.4     3.7   86.8  50.5
          f_to_GPU                   380       0      0.10     0.00      0.4     0.0    1.0   0.0
          fldsolve                   380     380      1.58    10.91      5.8     4.4   16.2  16.6
            fldgathi                 760       0      0.12     0.00      0.4     0.0    7.4   0.0
            fldgathw                 380       0      0.76     0.00      2.8     0.0   48.1   0.0
          h_from_f                   380     380      0.61    12.81      2.3     5.2    6.2  19.5
            exz                        0    1520      0.00     0.17      0.0     0.1    0.0   1.3
              ex_gen                   0    1520      0.00     0.15      0.0     0.1    0.0  85.9
        eRK_stage_1                   95       0      6.09     0.00     22.4     0.0   26.6   0.0
        eRK_stage_2                   95       0      5.41     0.00     19.9     0.0   23.6   0.0
        eRK_stage_3                   95       0      5.66     0.00     20.9     0.0   24.7   0.0
        eRK_stage_4                   95       0      5.66     0.00     20.9     0.0   24.7   0.0
        f_to_GPU                     380       0      0.09     0.00      0.3     0.0    0.4   0.0
        g_to_GPU                     760       0      0.11     0.00      0.4     0.0    0.5   0.0
        h_to_GPU                     380       0      0.09     0.00      0.3     0.0    0.4   0.0
        rhs_to_GPU                   380       0      0.06     0.00      0.2     0.0    0.3   0.0
        rkupd                        285       0      0.38     0.00      1.4     0.0    1.7   0.0
      diag_exec                      100     100      1.79     2.87      6.6     1.2    6.6   1.2
        calcaux                       10      10      0.24     1.43      0.9     0.6   13.5  49.7
          bar_emf                     10      10      0.01     0.20      0.1     0.1    6.2  13.8
            ex_z                      10       0      0.01     0.00      0.0     0.0   60.0   0.0
            exz                        0      40      0.00     0.06      0.0     0.0    0.0  31.0
              ex_gen                   0      40      0.00     0.06      0.0     0.0    0.0 100.0
          calc_df1                    10      10      0.08     0.44      0.3     0.2   31.4  30.9
            ex_v                      10      10      0.03     0.09      0.1     0.0   40.8  19.7
              ex_gen                   0      10      0.00     0.09      0.0     0.0    0.0 100.0
            ex_z                      10       0      0.04     0.00      0.1     0.0   50.0   0.0
            exz                        0      40      0.00     0.17      0.0     0.1    0.0  39.0
              ex_gen                   0      40      0.00     0.15      0.0     0.1    0.0  87.8
          ccdens                      10      10      0.11     0.50      0.4     0.2   44.2  35.2
            calc_moments               0      10      0.00     0.23      0.0     0.1    0.0  45.4
            sum_vwsp                  10      10      0.09     0.27      0.3     0.1   86.9  54.2
          f_to_GPU                    10       0      0.00     0.00      0.0     0.0    1.2   0.0
          fldsolve                    10      10      0.04     0.29      0.2     0.1   17.4  20.0
            fldgathi                  20       0      0.00     0.00      0.0     0.0    7.1   0.0
            fldgathw                  10       0      0.02     0.00      0.1     0.0   50.0   0.0
        d_nrg                         10      10      1.45     1.38      5.4     0.6   81.1  48.2
          calc_moments                 0      10      0.00     0.71      0.0     0.3    0.0  51.4
      ts1                              1       1      1.48     2.45      5.4     1.0    5.4   1.0
        RK_standard                    1       1      1.48     2.45      5.4     1.0  100.0 100.0
          CalFRhs0                     4       4      1.15     1.64      4.2     0.7   77.6  67.1
            add_nl                     4     192      0.55     0.94      2.0     0.4   48.1  57.6
              calc_nl                  4     192      0.54     0.92      2.0     0.4   97.6  96.8
                mult_pre               0     192      0.00     0.02      0.0     0.0    0.0   2.4
                omultmax               0     768      0.00     0.01      0.0     0.0    0.0   1.4
            dApardt                    4     192      0.00     0.00      0.0     0.0    0.0   0.0
            dchidxy                    4     192      0.04     0.10      0.2     0.0    3.8   6.3
            dfdxy_h                    4     192      0.00     0.06      0.0     0.0    0.3   3.5
            dgdxy                      4     192      0.23     0.12      0.8     0.1   19.8   7.6
            dzv_ak                     4     192      0.05     0.20      0.2     0.1    4.4  12.4
            fdi_fld                    4     192      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_g                      4     192      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_h                      4     192      0.00     0.00      0.0     0.0    0.0   0.0
            ffld_nl                    4     192      0.00     0.00      0.0     0.0    0.0   0.0
            fg_nl                      4     192      0.00     0.00      0.0     0.0    0.0   0.0
            hypz_cmp                   4     192      0.01     0.07      0.0     0.0    0.9   4.4
            kBuffer                    4     192      0.00     0.02      0.0     0.0    0.3   1.2
            pfld_nl                    4     192      0.00     0.00      0.0     0.0    0.0   0.0
            pr_fld                     4       4      0.00     0.00      0.0     0.0    0.0   0.0
            pr_g                       4       4      0.00     0.00      0.0     0.0    0.0   0.0
            pr_hf                      4       4      0.00     0.00      0.0     0.0    0.0   0.0
            prdi_fld                   4     192      0.06     0.04      0.2     0.0    5.1   2.3
              ex_x                     4     192      0.00     0.01      0.0     0.0    0.0  26.3
                ex_gen                 4     192      0.00     0.01      0.0     0.0    0.0  90.0
            prdi_g                     4     192      0.11     0.04      0.4     0.0    9.8   2.2
              blex_g                   4     192      0.11     0.04      0.4     0.0  100.0 100.0
                ex_x                   4     192      0.00     0.01      0.0     0.0    0.0  22.2
                  ex_gen               4     192      0.00     0.01      0.0     0.0    0.0  87.5
            prdi_h                     4     192      0.09     0.04      0.3     0.0    7.9   2.4
              blex_g                   4     192      0.09     0.04      0.3     0.0  100.0 100.0
                ex_x                   4     192      0.00     0.01      0.0     0.0    2.2  35.0
                  ex_gen               4     192      0.00     0.01      0.0     0.0    0.0  85.7
            prg_nl                     4     192      0.00     0.00      0.0     0.0    0.0   0.0
          add_ks                       4       0      0.00     0.00      0.0     0.0    0.3   0.0
          calcaux                      4       4      0.25     0.67      0.9     0.3   16.7  27.2
            bar_emf                    4       4      0.02     0.08      0.1     0.0    9.7  11.7
              ex_z                     4       0      0.02     0.00      0.1     0.0   87.5   0.0
              exz                      0      16      0.00     0.02      0.0     0.0    0.0  29.5
                ex_gen                 0      16      0.00     0.02      0.0     0.0    0.0 100.0
            calc_df1                   4       4      0.05     0.17      0.2     0.1   21.9  26.3
              ex_v                     4       4      0.02     0.03      0.1     0.0   33.3  18.3
                ex_gen                 0       4      0.00     0.03      0.0     0.0    0.0 100.0
              ex_z                     4       0      0.03     0.00      0.1     0.0   57.4   0.0
              exz                      0      16      0.00     0.07      0.0     0.0    0.0  41.1
                ex_gen                 0      16      0.00     0.06      0.0     0.0    0.0  88.9
            ccdens                     4       4      0.09     0.16      0.3     0.1   35.6  24.2
              calc_moments             0       4      0.00     0.09      0.0     0.0    0.0  57.8
              sum_vwsp                 4       4      0.08     0.07      0.3     0.0   90.9  41.6
            f_to_GPU                   4       0      0.00     0.00      0.0     0.0    0.0   0.0
            fldsolve                   4       4      0.02     0.12      0.1     0.0    7.7  17.3
              fldgathi                 8       0      0.00     0.00      0.0     0.0   10.5   0.0
              fldgathw                 4       0      0.01     0.00      0.0     0.0   42.1   0.0
            h_from_f                   4       4      0.06     0.14      0.2     0.1   25.9  20.5
              exz                      0      16      0.00     0.00      0.0     0.0    0.0   1.5
                ex_gen                 0      16      0.00     0.00      0.0     0.0    0.0  50.0
          eRK_stage_1                  1       0      1.06     0.00      3.9     0.0   72.0   0.0
          eRK_stage_2                  1       0      0.26     0.00      1.0     0.0   17.9   0.0
          eRK_stage_3                  1       0      0.09     0.00      0.3     0.0    6.1   0.0
          eRK_stage_4                  1       0      0.06     0.00      0.2     0.0    4.0   0.0
          f_to_GPU                     4       0      0.00     0.00      0.0     0.0    0.0   0.0
          g_to_GPU                     8       0      0.00     0.00      0.0     0.0    0.1   0.0
          h_to_GPU                     4       0      0.06     0.00      0.2     0.0    3.8   0.0
          rhs_to_GPU                   4       0      0.00     0.00      0.0     0.0    0.0   0.0
          rkupd                        3       0      0.02     0.00      0.1     0.0    1.3   0.0
      ts2to5                           4       4      0.96     9.85      3.5     4.0    3.5   4.0
        RK_standard                    4       4      0.96     9.85      3.5     4.0  100.0 100.0
          CalFRhs0                    16      16      0.51     6.54      1.9     2.6   52.9  66.4
            add_nl                    16     768      0.34     3.80      1.2     1.5   66.8  58.1
              calc_nl                 16     768      0.33     3.66      1.2     1.5   96.4  96.4
                mult_pre               0     768      0.00     0.09      0.0     0.0    0.0   2.3
                omultmax               0    3072      0.00     0.05      0.0     0.0    0.0   1.4
            dApardt                   16     768      0.00     0.00      0.0     0.0    0.0   0.0
            dchidxy                   16     768      0.04     0.42      0.1     0.2    7.1   6.4
            dfdxy_h                   16     768      0.01     0.23      0.0     0.1    2.4   3.6
            dgdxy                     16     768      0.04     0.50      0.1     0.2    7.1   7.6
            dzv_ak                    16     768      0.02     0.77      0.1     0.3    4.7  11.8
            fdi_fld                   16     768      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_g                     16     768      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_h                     16     768      0.00     0.00      0.0     0.0    0.0   0.0
            ffld_nl                   16     768      0.00     0.00      0.0     0.0    0.0   0.0
            fg_nl                     16     768      0.00     0.00      0.0     0.0    0.0   0.0
            hypz_cmp                  16     768      0.01     0.29      0.0     0.1    2.4   4.5
            kBuffer                   16     768      0.01     0.08      0.0     0.0    2.4   1.2
            pfld_nl                   16     768      0.00     0.00      0.0     0.0    0.0   0.0
            pr_fld                    16      16      0.00     0.00      0.0     0.0    0.0   0.0
            pr_g                      16      16      0.00     0.00      0.0     0.0    0.0   0.0
            pr_hf                     16      16      0.00     0.00      0.0     0.0    0.0   0.0
            prdi_fld                  16     768      0.02     0.15      0.1     0.1    3.2   2.2
              ex_x                    16     768      0.00     0.04      0.0     0.0    0.0  26.0
                ex_gen                16     768      0.00     0.04      0.0     0.0    0.0  92.1
            prdi_g                    16     768      0.01     0.14      0.0     0.1    2.4   2.2
              blex_g                  16     768      0.01     0.14      0.0     0.1  100.0  99.3
                ex_x                  16     768      0.00     0.03      0.0     0.0    0.0  21.1
                  ex_gen              16     768      0.00     0.03      0.0     0.0    0.0  93.3
            prdi_h                    16     768      0.01     0.16      0.0     0.1    2.4   2.4
              blex_g                  16     768      0.01     0.15      0.0     0.1  100.0  99.4
                ex_x                  16     768      0.00     0.05      0.0     0.0    0.0  34.2
                  ex_gen              16     768      0.00     0.05      0.0     0.0    0.0  92.5
            prg_nl                    16     768      0.00     0.00      0.0     0.0    0.0   0.0
          add_ks                      16       0      0.01     0.00      0.0     0.0    1.3   0.0
          calcaux                     16      16      0.41     2.76      1.5     1.1   42.6  28.0
            bar_emf                   16      16      0.03     0.27      0.1     0.1    8.4   9.9
              ex_z                    16       0      0.02     0.00      0.1     0.0   70.6   0.0
              exz                      0      64      0.00     0.06      0.0     0.0    0.0  20.1
                ex_gen                 0      64      0.00     0.05      0.0     0.0    0.0  98.2
            calc_df1                  16      16      0.12     0.70      0.5     0.3   30.2  25.5
              ex_v                    16      16      0.05     0.13      0.2     0.1   39.0  18.6
                ex_gen                 0      16      0.00     0.13      0.0     0.1    0.0 100.0
              ex_z                    16       0      0.06     0.00      0.2     0.0   48.8   0.0
              exz                      0      64      0.00     0.29      0.0     0.1    0.0  41.1
                ex_gen                 0      64      0.00     0.26      0.0     0.1    0.0  88.9
            ccdens                    16      16      0.16     0.77      0.6     0.3   39.3  28.0
              calc_moments             0      16      0.00     0.38      0.0     0.2    0.0  49.0
              sum_vwsp                16      16      0.14     0.39      0.5     0.2   85.0  50.8
            f_to_GPU                  16       0      0.00     0.00      0.0     0.0    1.0   0.0
            fldsolve                  16      16      0.06     0.47      0.2     0.2   15.5  17.0
              fldgathi                32       0      0.00     0.00      0.0     0.0    6.3   0.0
              fldgathw                16       0      0.03     0.00      0.1     0.0   47.6   0.0
            h_from_f                  16      16      0.02     0.54      0.1     0.2    5.9  19.6
              exz                      0      64      0.00     0.01      0.0     0.0    0.0   1.1
                ex_gen                 0      64      0.00     0.01      0.0     0.0    0.0  83.3
          eRK_stage_1                  4       0      0.25     0.00      0.9     0.0   26.4   0.0
          eRK_stage_2                  4       0      0.23     0.00      0.8     0.0   23.6   0.0
          eRK_stage_3                  4       0      0.24     0.00      0.9     0.0   24.7   0.0
          eRK_stage_4                  4       0      0.24     0.00      0.9     0.0   24.9   0.0
          f_to_GPU                    16       0      0.00     0.00      0.0     0.0    0.4   0.0
          g_to_GPU                    32       0      0.00     0.00      0.0     0.0    0.4   0.0
          h_to_GPU                    16       0      0.00     0.00      0.0     0.0    0.4   0.0
          rhs_to_GPU                  16       0      0.00     0.00      0.0     0.0    0.4   0.0
          rkupd                       12       0      0.01     0.00      0.1     0.0    1.6   0.0
    timeloop                           1       1     27.14   248.12    100.0   100.0    4.4  16.2
Comparing:  cuth-pop-20200624-ht:16 master-202006pop-ht:16
== ts1   ==
           : 24-ht:16       op-ht:16
ts_avg     :    0.271    2.481 (0.1)
RK_standard:    1.478    2.446 (0.6)
CalFRhs0   :    1.147    1.641 (0.7)
calcaux    :    0.247    0.665 (0.4)

== ts2to5 ==
           : 24-ht:16       op-ht:16
ts_avg     :    0.271    2.481 (0.1)
RK_standard:    0.956    9.845 (0.1)
CalFRhs0   :    0.506    6.540 (0.1)
calcaux    :    0.407    2.759 (0.1)

== ts6+  ==
           : 24-ht:16       op-ht:16
ts_avg     :    0.271    2.481 (0.1)
RK_standard:   22.901  232.917 (0.1)
CalFRhs0   :   12.065  154.574 (0.1)
calcaux    :    9.798   65.628 (0.1)
