Comparing "summit_gnu_cmake_512node_6ppn_6gpn_box-s2v96w128x1120y32z48_s2v4w64x1y1z6_bk1_cuth-pop-20200624-ht2/20200803_161319/stdout.txt.xz" and "summit_gnu_gmake_512node_42ppn_0gpn_box-s2v96w128x1120y32z48_s2v4w64x7y1z6_bk0_master-202006pop-ht2/20200803_160710/stdout.txt.xz"
Name                             # Calls             Time              % t_loop       % parent    
        rkupd                        285       0      0.38     0.00      0.5     0.0    0.9   0.0
      diag_exec                      100     100      5.70     8.34      7.6     2.9    7.6   2.9
        calcaux                       10      10      0.69     2.04      0.9     0.7   12.2  24.5
          bar_emf                     10      10      0.04     0.18      0.1     0.1    5.9   8.6
            ex_z                      10       0      0.04     0.00      0.0     0.0   87.8   0.0
            exz                        0      20      0.00     0.07      0.0     0.0    0.0  42.6
              ex_gen                   0      20      0.00     0.07      0.0     0.0    0.0 100.0
          calc_df1                    10      10      0.35     0.64      0.5     0.2   50.2  31.2
            ex_v                      10      10      0.28     0.27      0.4     0.1   81.6  42.4
              ex_gen                   0      20      0.00     0.27      0.0     0.1    0.0 100.0
            ex_z                      20       0      0.06     0.00      0.1     0.0   15.8   0.0
            exz                        0      20      0.00     0.20      0.0     0.1    0.0  30.6
              ex_gen                   0      20      0.00     0.18      0.0     0.1    0.0  90.8
          ccdens                      10      10      0.22     0.65      0.3     0.2   32.0  31.7
            calc_moments               0      10      0.00     0.20      0.0     0.1    0.0  31.7
            sum_vwsp                  10      10      0.21     0.44      0.3     0.2   94.1  67.9
          f_to_GPU                    10       0      0.00     0.00      0.0     0.0    0.4   0.0
          fldsolve                    10      10      0.08     0.58      0.1     0.2   11.5  28.6
            fldgathi                  20       0      0.00     0.00      0.0     0.0    3.8   0.0
            fldgathw                  10       0      0.05     0.00      0.1     0.0   67.5   0.0
        d_nrg                         10      10      4.91     6.22      6.5     2.2   86.2  74.6
          calc_moments                 0      10      0.00     0.62      0.0     0.2    0.0  10.0
      ts1                              1       1     21.96     2.76     29.2     1.0   29.2   1.0
        RK_standard                    1       1     21.96     2.76     29.2     1.0  100.0 100.0
          CalFRhs0                     4       4     11.27     1.75     15.0     0.6   51.3  63.2
            add_nl                     4     192      1.94     0.98      2.6     0.3   17.2  56.0
              calc_nl                  4     192      1.18     0.94      1.6     0.3   60.7  96.6
                mult_pre               0     192      0.00     0.03      0.0     0.0    0.0   2.9
                omultmax               0     384      0.00     0.01      0.0     0.0    0.0   1.3
            dApardt                    4     192      0.00     0.00      0.0     0.0    0.0   0.0
            dchidxy                    4     192      0.04     0.10      0.1     0.0    0.4   6.0
            dfdxy_h                    4     192      0.00     0.10      0.0     0.0    0.0   5.7
            dgdxy                      4     192      4.63     0.12      6.1     0.0   41.0   7.1
            dzv_ak                     4     192      2.28     0.22      3.0     0.1   20.2  12.4
            fdi_fld                    4     192      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_g                      4     192      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_h                      4     192      0.00     0.00      0.0     0.0    0.0   0.0
            ffld_nl                    4     192      0.00     0.00      0.0     0.0    0.0   0.0
            fg_nl                      4     192      0.00     0.00      0.0     0.0    0.0   0.0
            hypz_cmp                   4     192      0.01     0.08      0.0     0.0    0.1   4.4
            kBuffer                    4     192      0.00     0.02      0.0     0.0    0.0   1.0
            pfld_nl                    4     192      0.00     0.00      0.0     0.0    0.0   0.0
            pr_fld                     4       4      0.00     0.00      0.0     0.0    0.0   0.0
            pr_g                       4       4      0.00     0.00      0.0     0.0    0.0   0.0
            pr_hf                      4       4      0.00     0.00      0.0     0.0    0.0   0.0
            prdi_fld                   4     192      0.06     0.06      0.1     0.0    0.5   3.2
              ex_x                     4     192      0.00     0.01      0.0     0.0    0.0  18.2
                ex_gen                 4     192      0.00     0.01      0.0     0.0    0.0 100.0
            prdi_g                     4     192      2.23     0.04      3.0     0.0   19.8   2.1
              blex_g                   4     192      2.23     0.04      3.0     0.0  100.0 100.0
                ex_x                   4     192      0.00     0.01      0.0     0.0    0.0  22.2
                  ex_gen               4     192      0.00     0.01      0.0     0.0    0.0 100.0
            prdi_h                     4     192      0.08     0.04      0.1     0.0    0.7   2.1
              blex_g                   4     192      0.08     0.04      0.1     0.0  100.0  97.3
                ex_x                   4     192      0.00     0.01      0.0     0.0    0.0  25.0
                  ex_gen               4     192      0.00     0.01      0.0     0.0    0.0 100.0
            prg_nl                     4     192      0.00     0.00      0.0     0.0    0.0   0.0
          add_ks                       4       0      0.00     0.00      0.0     0.0    0.0   0.0
          calcaux                      4       4      8.50     0.88     11.3     0.3   38.7  31.9
            bar_emf                    4       4      0.40     0.06      0.5     0.0    4.7   7.0
              ex_z                     4       0      0.39     0.00      0.5     0.0   99.2   0.0
              exz                      0       8      0.00     0.02      0.0     0.0    0.0  33.9
