     0.000000
  8.3200E-01  1.0970E-33  3.3561E-08  8.6944E-07 -8.8867E-13  1.4746E-40 -1.2138E-12  2.0909E-40  1.5198E-22 -1.5892E-24
  8.3200E-01  1.2317E-33  4.9885E-13  1.1332E-08 -8.8867E-13 -2.0100E-38 -7.0662E-12 -5.8420E-38  5.8025E-25 -1.2294E-24
     0.000160
  8.3200E-01  1.0252E-07  4.0513E-08  8.7364E-07  7.0571E-04 -1.3302E-11  1.0722E-03 -3.4394E-11  1.4692E-07  3.1787E-08
  8.3200E-01  6.6657E-08  2.4407E-09  1.1481E-08  7.0571E-04 -1.3760E-11  3.2179E-03  3.8618E-08  9.5380E-09  9.9800E-08
     0.000320
  8.3199E-01  4.1007E-07  6.1368E-08  8.8628E-07  1.4114E-03 -1.0642E-10  2.1445E-03 -2.7515E-10  2.9387E-07  6.3578E-08
  8.3199E-01  2.6661E-07  9.8300E-09  1.1935E-08  1.4114E-03 -1.1004E-10  6.4357E-03  3.0885E-07  1.9074E-08  1.9957E-07
     0.000480
  8.3199E-01  9.2264E-07  9.6123E-08  9.0739E-07  2.1171E-03 -3.5914E-10  3.2166E-03 -9.2860E-10  4.4088E-07  9.5378E-08
  8.3199E-01  5.9983E-07  2.2375E-08  1.2705E-08  2.1171E-03 -3.7130E-10  9.6534E-03  1.0418E-06  2.8604E-08  2.9928E-07
     0.000640
  8.3198E-01  1.6402E-06  1.4477E-07  9.3707E-07  2.8227E-03 -8.5127E-10  4.2887E-03 -2.2010E-09  5.8799E-07  1.2719E-07
  8.3198E-01  1.0662E-06  4.0417E-08  1.3809E-08  2.8227E-03 -8.8002E-10  1.2871E-02  2.4678E-06  3.8128E-08  3.9891E-07
     0.000800
  8.3198E-01  2.5628E-06  2.0731E-07  9.7544E-07  3.5282E-03 -1.6626E-09  5.3606E-03 -4.2987E-09  7.3522E-07  1.5902E-07
  8.3198E-01  1.6657E-06  6.4438E-08  1.5273E-08  3.5282E-03 -1.7186E-09  1.6088E-02  4.8156E-06  4.7642E-08  4.9842E-07
     0.000960
  8.3197E-01  3.6904E-06  2.8372E-07  1.0227E-06  4.2336E-03 -2.8727E-09  6.4324E-03 -7.4277E-09  8.8262E-07  1.9087E-07
  8.3197E-01  2.3981E-06  9.5052E-08  1.7132E-08  4.2336E-03 -2.9693E-09  1.9305E-02  8.3123E-06  5.7145E-08  5.9779E-07
     0.001120
  8.3196E-01  5.0228E-06  3.7400E-07  1.0789E-06  4.9389E-03 -4.5614E-09  7.5040E-03 -1.1794E-08  1.0302E-06  2.2275E-07
  8.3196E-01  3.2633E-06  1.3301E-07  1.9426E-08  4.9389E-03 -4.7146E-09  2.2521E-02  1.3183E-05  6.6633E-08  6.9699E-07
     0.001280
  8.3194E-01  6.5602E-06  4.7814E-07  1.1444E-06  5.6440E-03 -6.8083E-09  8.5754E-03 -1.7604E-08  1.1780E-06  2.5465E-07
  8.3194E-01  4.2612E-06  1.7920E-07  2.2206E-08  5.6440E-03 -7.0364E-09  2.5736E-02  1.9649E-05  7.6104E-08  7.9600E-07
     0.001440
  8.3193E-01  8.3025E-06  5.9610E-07  1.2195E-06  6.3490E-03 -9.6930E-09  9.6465E-03 -2.5062E-08  1.3261E-06  2.8659E-07
  8.3193E-01  5.3914E-06  2.3463E-07  2.5528E-08  6.3490E-03 -1.0017E-08  2.8951E-02  2.7929E-05  8.5557E-08  8.9479E-07
     0.001600
  8.3191E-01  1.0250E-05  7.2789E-07  1.3043E-06  7.0539E-03 -1.3295E-08  1.0717E-02 -3.4375E-08  1.4744E-06  3.1857E-07
  8.3191E-01  6.6537E-06  3.0045E-07  2.9457E-08  7.0539E-03 -1.3738E-08  3.2166E-02  3.8240E-05  9.4989E-08  9.9334E-07
