     0.000000
  8.3277E-01  4.5216E-34  2.1073E-09  1.8612E-08 -2.2928E-13 -1.7356E-42 -4.1085E-13  1.7509E-41 -1.3265E-23  1.0610E-25
  8.3277E-01  4.2307E-34  3.3446E-14  9.7806E-09 -2.2928E-13 -8.6633E-40 -1.4396E-12 -4.2279E-39 -5.5518E-26  1.5844E-25
     0.000160
  8.3277E-01  1.0887E-07  3.9098E-09  1.9531E-08  7.0695E-04 -1.3532E-11  1.0747E-03 -3.5960E-11  7.6742E-08  2.0157E-08
  8.3277E-01  5.1598E-09  6.4166E-10  9.7793E-09  7.0695E-04 -1.3560E-11  3.2241E-03  1.0281E-08  1.2656E-09  6.0832E-08
     0.000320
  8.3277E-01  4.3549E-07  9.3178E-09  2.2290E-08  1.4139E-03 -1.0826E-10  2.1493E-03 -2.8768E-10  1.5350E-07  4.0316E-08
  8.3277E-01  2.0639E-08  2.5673E-09  9.7779E-09  1.4139E-03 -1.0847E-10  6.4481E-03  8.2227E-08  2.5309E-09  1.2166E-07
     0.000480
  8.3277E-01  9.7984E-07  1.8333E-08  2.6896E-08  2.1208E-03 -3.6536E-10  3.2240E-03 -9.7089E-10  2.3030E-07  6.0478E-08
  8.3277E-01  4.6434E-08  5.7792E-09  9.7830E-09  2.1208E-03 -3.6608E-10  9.6720E-03  2.7738E-07  3.7958E-09  1.8248E-07
     0.000640
  8.3277E-01  1.7419E-06  3.0958E-08  3.3360E-08  2.8277E-03 -8.6601E-10  4.2985E-03 -2.3013E-09  3.0716E-07  8.0644E-08
  8.3277E-01  8.2545E-08  1.0281E-08  9.8060E-09  2.8277E-03 -8.6771E-10  1.2896E-02  6.5707E-07  5.0601E-09  2.4329E-07
     0.000800
  8.3276E-01  2.7217E-06  4.7197E-08  4.1698E-08  3.5345E-03 -1.6914E-09  5.3730E-03 -4.4945E-09  3.8410E-07  1.0082E-07
  8.3276E-01  1.2896E-07  1.6080E-08  9.8627E-09  3.5345E-03 -1.6947E-09  1.6119E-02  1.2823E-06  6.3235E-09  3.0409E-07
     0.000960
  8.3276E-01  3.9193E-06  6.7055E-08  5.1930E-08  4.2412E-03 -2.9225E-09  6.4473E-03 -7.7662E-09  4.6114E-07  1.2100E-07
  8.3276E-01  1.8569E-07  2.3183E-08  9.9737E-09  4.2412E-03 -2.9282E-09  1.9342E-02  2.2134E-06  7.5859E-09  3.6487E-07
     0.001120
  8.3276E-01  5.3345E-06  9.0538E-08  6.4079E-08  4.9478E-03 -4.6406E-09  7.5216E-03 -1.2332E-08  5.3829E-07  1.4119E-07
  8.3276E-01  2.5271E-07  3.1601E-08  1.0164E-08  4.9478E-03 -4.6496E-09  2.2565E-02  3.5106E-06  8.8470E-09  4.2563E-07
     0.001280
  8.3276E-01  6.9674E-06  1.1765E-07  7.8176E-08  5.6544E-03 -6.9266E-09  8.5957E-03 -1.8406E-08  6.1558E-07  1.6139E-07
  8.3276E-01  3.3003E-07  4.1350E-08  1.0463E-08  5.6544E-03 -6.9400E-09  2.5788E-02  5.2329E-06  1.0107E-08  4.8637E-07
     0.001440
  8.3276E-01  8.8180E-06  1.4841E-07  9.4254E-08  6.3608E-03 -9.8616E-09  9.6696E-03 -2.6206E-08  6.9303E-07  1.8160E-07
  8.3276E-01  4.1762E-07  5.2446E-08  1.0906E-08  6.3608E-03 -9.8807E-09  2.9009E-02  7.4389E-06  1.1364E-08  5.4708E-07
     0.001600
  8.3275E-01  1.0886E-05  1.8281E-07  1.1235E-07  7.0671E-03 -1.3526E-08  1.0743E-02 -3.5944E-08  7.7066E-07  2.0183E-07
  8.3275E-01  5.1549E-07  6.4914E-08  1.1531E-08  7.0671E-03 -1.3553E-08  3.2231E-02  1.0186E-05  1.2620E-08  6.0776E-07
