     0.000000
  2.4074E-01  1.2174E-03  7.0448E-02  1.0167E-01  3.7422E-02  1.4738E-09  5.1241E-02  2.2515E-09  2.1129E-04 -1.0726E-08
  2.4554E-01  2.0850E-03  8.2455E-02  8.4222E-02  3.8635E-02 -6.5546E-08  1.6846E-01 -3.6994E-07  3.9453E-05 -1.2402E-08
     0.000143
  1.3939E+00  5.4333E-01  8.0852E-02  1.1082E+00  2.1912E-01 -2.7251E-04  9.7010E-02 -3.9456E-03  9.8218E-02  5.7782E-03
  1.8893E+00  4.9833E+02  1.1018E+01  2.0851E+00  1.8265E-01 -1.5215E+00 -1.3067E+00  1.8862E+01 -1.1097E-01 -2.0086E-02
     0.000260
  2.7579E+01  9.7669E+00  8.1761E-01  1.0716E+02  4.0848E-01 -4.8821E-03 -3.1429E-01 -1.6850E-02  2.1981E-01 -1.9664E-02
  3.4670E+01  3.9634E+03  1.8917E+02  5.4012E+01 -6.9121E-01 -4.0566E+00 -1.6897E+01  6.8550E+01  1.2939E-01 -5.2634E-02
     0.000304
  6.0017E+02  1.2537E+02  1.1974E+01  1.9035E+03 -2.5228E+00 -8.0958E-03 -1.0871E+01  3.2456E-02  7.4817E-02 -2.1597E-01
  2.7791E+02  4.8419E+04  2.2602E+03  4.9575E+02  5.9173E+00 -2.2701E+00  4.1320E+01 -3.1842E+01 -8.1837E-01 -1.2081E-02
     0.000318
  1.1241E+03  3.3154E+02  3.0983E+01  5.0293E+03 -2.5701E+00  1.2919E-03 -1.5866E+01  1.1930E-01 -2.3998E+00 -2.4123E-01
  1.1493E+03  1.1441E+05  3.6615E+03  1.6129E+03  1.3775E+01  2.5704E-01 -5.5201E+01 -4.8101E+02  7.7930E-01 -6.1569E-01
     0.000328
  1.2705E+03  7.0084E+02  6.6810E+01  7.9884E+03 -3.6093E+00  7.6302E-03 -1.6012E+01  2.0082E-01  1.7115E+01 -2.9943E-02
  3.0458E+03  2.1776E+05  6.7509E+03  6.9075E+03 -1.7796E+01 -1.5987E+01 -1.3222E+02 -4.8857E+02 -1.1450E+01 -8.6412E-01
     0.000335
  4.7775E+03  1.0966E+03  1.1028E+02  1.8033E+04 -2.0786E+01  1.1073E-02 -7.4123E+01  3.6082E-01  2.3030E+01 -1.5148E+00
  3.9212E+03  3.9685E+05  7.8279E+03  3.5735E+03 -1.5003E+02  2.9576E+01  1.0467E+03 -1.4973E+03 -6.9134E+00  8.4798E-02
     0.000341
  3.4000E+03  1.5975E+03  1.5206E+02  2.0646E+04 -3.3574E+00 -4.7682E-02 -4.1818E+01  5.9067E-01  7.2755E+01  6.1163E-01
  1.1723E+04  5.3272E+05  1.7225E+04  6.4355E+03 -3.4543E+02  1.5154E+02 -2.0713E+02 -9.2027E+02 -5.8796E+01 -4.1809E+00
     0.000346
  4.8816E+03  2.0882E+03  2.2701E+02  2.9912E+04 -3.0070E+01  6.0489E-02 -8.0235E+01  7.6018E-01 -1.2311E+01 -1.7078E+00
  8.4418E+03  8.8970E+05  4.7237E+04  9.4592E+03  1.9171E+02  8.0757E+01 -1.0584E+03 -1.9390E+03  3.2951E+01 -8.6881E+00
     0.000350
  1.2006E+04  3.0573E+03  3.1221E+02  4.7265E+04 -5.9002E+01  9.4661E-04 -2.5306E+02  1.0328E+00  4.5864E+01 -2.3900E+00
  7.9782E+03  1.2039E+06  5.5748E+04  7.7442E+03 -8.3554E+02  3.1271E+02 -1.4018E+03 -2.8385E+03 -4.4330E+01 -5.2788E+00
     0.000353
  1.2657E+04  3.6569E+03  3.3572E+02  5.4063E+04 -3.8126E+01  5.2299E-02 -2.3719E+02  1.3567E+00  2.8533E+01 -3.7350E+00
  1.2919E+04  1.3519E+06  3.5761E+04  5.6976E+03 -4.4445E+02  8.0391E+01  4.0586E+03 -3.7600E+03 -7.1217E+01 -9.1810E+00
